66,98,141,1
67,99,142,1
65,99,142,1
64,101,143,1
64,101,143,1
62,101,143,1
61,100,142,1
61,100,142,1
61,100,142,1
61,100,142,1
63,100,142,1
63,100,141,1
63,100,141,1
63,100,141,1
64,101,142,1
64,101,142,1
65,102,143,1
65,102,143,1
65,102,143,1
65,102,143,1
65,102,143,1
62,102,140,1
62,102,140,1
60,101,139,1
59,100,138,1
62,98,143,1
62,98,143,1
63,99,144,1
64,100,145,1
64,100,145,1
62,100,145,1
62,100,145,1
61,100,145,1
61,100,145,1
60,99,144,1
60,98,143,1
61,100,142,1
64,101,143,1
64,101,143,1
65,102,144,1
65,102,144,1
66,103,145,1
66,103,145,1
66,103,145,1
65,102,144,1
65,102,144,1
62,101,142,1
60,100,141,1
58,101,139,1
58,101,139,1
62,98,143,1
62,98,143,1
63,99,144,1
64,100,145,1
64,100,145,1
62,100,145,1
62,100,145,1
61,100,145,1
61,100,145,1
60,99,144,1
61,99,144,1
63,102,144,1
65,102,144,1
65,102,144,1
66,103,145,1
66,103,145,1
67,104,146,1
67,104,146,1
66,103,145,1
65,102,144,1
65,102,144,1
62,101,142,1
61,101,142,1
59,102,140,1
59,102,140,1
60,98,143,1
59,98,143,1
60,98,143,1
61,99,144,1
61,99,144,1
62,100,145,1
62,100,145,1
60,99,144,1
61,100,145,1
61,100,145,1
62,100,145,1
63,102,144,1
65,102,144,1
67,101,144,1
69,101,144,1
70,102,145,1
71,103,146,1
71,103,146,1
70,102,145,1
68,100,143,1
68,100,143,1
66,101,142,1
66,101,142,1
64,101,140,1
65,102,141,1
60,98,143,1
59,98,143,1
60,98,143,1
60,98,143,1
61,99,144,1
61,99,144,1
62,100,145,1
60,99,144,1
61,100,145,1
61,100,145,1
63,101,146,1
62,101,143,1
64,101,143,1
66,100,143,1
68,100,143,1
70,102,145,1
70,102,145,1
70,102,145,1
70,102,145,1
68,100,143,1
68,100,143,1
67,102,143,1
67,102,143,1
64,101,140,1
65,102,141,1
59,99,141,1
57,99,141,1
57,99,141,1
55,99,141,1
57,99,143,1
57,99,143,1
57,99,143,1
59,101,145,1
60,99,144,1
60,99,144,1
61,100,145,1
61,100,145,1
61,99,144,1
61,99,144,1
64,100,145,1
66,103,145,1
68,102,145,1
70,102,145,1
71,103,146,1
68,102,145,1
68,100,143,1
69,102,143,1
71,101,143,1
71,102,141,1
71,102,141,1
59,99,141,1
56,98,140,1
56,98,140,1
55,99,141,1
56,98,142,1
56,98,142,1
57,99,143,1
59,101,145,1
61,100,145,1
60,99,144,1
61,100,145,1
61,100,145,1
61,99,144,1
61,99,144,1
64,100,145,1
65,102,144,1
68,102,145,1
70,102,145,1
71,103,146,1
68,102,145,1
69,101,144,1
69,102,143,1
71,101,143,1
72,103,142,1
71,102,141,1
60,99,141,1
59,99,141,1
56,98,140,1
55,99,141,1
54,98,142,1
54,98,142,1
57,99,143,1
58,100,144,1
61,100,145,1
61,100,145,1
61,100,145,1
61,100,145,1
60,99,144,1
60,99,144,1
62,100,145,1
64,103,145,1
67,104,146,1
66,103,145,1
66,103,145,1
66,103,145,1
68,102,145,1
67,102,143,1
69,102,143,1
72,103,142,1
73,102,141,1
60,99,141,1
59,99,141,1
57,99,141,1
55,99,141,1
55,99,143,1
55,99,143,1
57,99,143,1
58,100,144,1
60,99,144,1
60,99,144,1
61,100,145,1
61,100,145,1
60,99,144,1
60,99,144,1
62,100,145,1
64,103,145,1
67,104,146,1
67,104,146,1
67,104,146,1
66,103,145,1
68,102,145,1
67,102,143,1
69,102,143,1
72,103,142,1
73,102,141,1
64,98,143,1
63,97,142,1
62,98,144,1
61,99,145,1
60,98,144,1
60,99,145,1
60,99,145,1
61,100,146,1
60,99,145,1
60,99,145,1
61,100,146,1
60,102,146,1
60,102,146,1
60,102,146,1
62,101,146,1
63,102,147,1
64,102,147,1
66,104,149,1
66,104,149,1
65,104,146,1
67,104,146,1
66,103,145,1
67,101,144,1
66,100,143,1
66,100,143,1
64,98,143,1
63,97,142,1
62,98,144,1
61,99,145,1
61,99,145,1
59,98,144,1
60,99,145,1
61,100,146,1
61,100,146,1
61,100,146,1
61,100,146,1
60,102,146,1
60,102,146,1
61,103,147,1
63,102,147,1
63,102,147,1
64,102,147,1
65,103,148,1
65,103,148,1
65,104,146,1
66,103,145,1
66,103,145,1
67,101,144,1
66,100,143,1
67,101,144,1
66,98,143,1
66,98,143,1
65,98,145,1
63,99,145,1
63,99,145,1
60,98,144,1
61,99,145,1
61,99,145,1
62,100,146,1
61,100,146,1
60,99,145,1
59,101,145,1
59,101,145,1
60,102,146,1
62,101,146,1
62,101,146,1
64,102,147,1
64,102,147,1
64,102,147,1
64,103,145,1
64,103,145,1
64,103,145,1
63,102,144,1
62,101,143,1
62,101,143,1
66,98,143,1
66,98,143,1
65,98,145,1
63,99,145,1
63,99,145,1
62,100,146,1
61,99,145,1
61,99,145,1
62,100,146,1
62,101,147,1
61,100,146,1
59,101,145,1
59,101,145,1
59,101,145,1
62,101,146,1
62,101,146,1
64,102,147,1
63,101,146,1
64,102,147,1
64,103,145,1
64,103,145,1
64,103,145,1
64,103,145,1
62,101,143,1
62,101,143,1
64,98,143,1
65,99,144,1
65,98,145,1
64,100,146,1
64,100,146,1
62,100,146,1
62,100,146,1
61,99,145,1
61,98,147,1
62,101,149,1
63,101,147,1
62,101,143,1
61,100,142,1
63,102,144,1
62,100,145,1
61,100,145,1
62,101,146,1
63,102,147,1
64,102,147,1
64,103,145,1
63,102,144,1
63,102,144,1
63,102,144,1
62,102,143,1
62,102,143,1
66,100,145,1
66,100,145,1
65,98,145,1
64,100,146,1
64,100,146,1
61,99,145,1
61,99,145,1
61,99,145,1
61,98,147,1
62,101,149,1
63,101,147,1
62,101,143,1
62,101,143,1
63,102,144,1
62,100,145,1
61,100,145,1
62,101,146,1
63,102,147,1
64,102,147,1
63,102,144,1
63,102,144,1
63,102,144,1
63,102,144,1
62,102,143,1
62,102,143,1
64,100,145,1
64,100,145,1
63,99,145,1
62,100,146,1
61,99,145,1
60,98,144,1
60,98,144,1
61,99,145,1
62,99,148,1
63,100,149,1
63,101,147,1
63,102,144,1
64,103,145,1
64,103,145,1
63,101,146,1
62,101,146,1
62,101,146,1
62,101,146,1
63,102,147,1
63,103,145,1
63,103,145,1
62,102,144,1
61,101,143,1
59,102,142,1
59,102,142,1
63,99,144,1
63,99,144,1
63,99,145,1
62,100,146,1
61,99,145,1
60,98,144,1
60,98,144,1
61,99,145,1
62,99,148,1
63,100,149,1
63,101,147,1
63,102,144,1
64,103,145,1
64,103,145,1
63,101,146,1
62,101,146,1
62,101,146,1
62,101,146,1
63,102,147,1
62,102,144,1
62,102,144,1
62,102,144,1
61,101,143,1
60,103,143,1
60,103,143,1
61,97,142,1
61,97,142,1
61,97,143,1
62,98,144,1
63,99,145,1
60,98,144,1
60,98,144,1
61,99,145,1
62,100,146,1
62,100,146,1
62,100,146,1
63,101,147,1
63,101,147,1
62,101,147,1
62,101,147,1
61,100,146,1
62,101,147,1
62,101,147,1
62,101,147,1
60,102,146,1
60,102,146,1
58,102,144,1
59,103,145,1
60,104,146,1
62,104,146,1
61,97,142,1
61,97,142,1
61,97,143,1
62,98,144,1
62,98,144,1
59,97,143,1
59,97,143,1
60,98,144,1
61,99,145,1
61,99,145,1
61,99,145,1
62,100,146,1
62,100,146,1
61,100,146,1
61,100,146,1
61,100,146,1
62,101,147,1
62,101,147,1
62,101,147,1
60,102,146,1
60,102,146,1
58,102,144,1
59,103,145,1
60,104,146,1
62,104,146,1
59,97,142,1
59,97,142,1
59,97,143,1
59,97,143,1
